113|CIVIL79|Ruth|79|90|91|79|339|84.75
114|ECE|Micha|90|85|63|86|324|81.00
115|CSE|Sonia|81|41|74|82|278|69.50
116|ISE|Nicola|91|45|87|71|294|73.50
117|ECE|Ruth|79|62|84|90|315|78.75
118|EEE|Hannah|78|68|91|94|331|82.75
119|CIVIL83|Ava|83|44|90|93|310|77.50
120|ECE|Natalie|73|49|99|98|319|79.75
121|CSE|Jessica|72|89|63|75|299|74.75
122|ISE|Rebecca|70|84|40|76|270|67.50
123|ECE|Ella|69|48|48|71|236|59.00
124|EEE|Megan|81|63|55|96|295|73.75
125|CIVIL79|Alexa|79|90|35|76|280|70.00
126|ECE|Lily|66|56|98|75|295|73.75
127|CSE|Emily|96|71|73|77|317|79.25
128|ISE|Anna|64|42|51|88|245|61.25
129|ECE|Natalie|88|67|93|81|329|82.25
130|EEE|Irene|63|63|61|93|280|70.00
131|CIVIL69|Nicola|69|57|84|99|309|77.25
132|ECE|Emma|92|90|43|97|322|80.50
133|CSE|Julia|93|39|74|86|292|73.00
134|ISE|Natalie|89|54|46|91|280|70.00
135|ECE|Rebecca|77|74|72|99|322|80.50
136|EEE|Nicola|72|82|80|73|307|76.75
137|CIVIL94|Joanne|94|67|45|88|294|73.50
138|ECE|Karen|92|62|91|97|342|85.50
139|CSE|Olivia|84|82|84|75|325|81.25
140|ISE|Emily|79|61|76|74|290|72.50
141|ECE|Rachel|98|39|78|91|306|76.50
142|EEE|Kylie|84|66|38|98|286|71.50
143|CIVIL91|Lily|91|56|89|93|329|82.25
144|ECE|Kylie|65|76|36|85|262|65.50
145|CSE|Jenni|86|54|52|71|263|65.75
146|ISE|Carol|87|58|41|89|275|68.75
147|ECE|Rebecca|73|79|83|86|321|80.25
148|EEE|Stephan|74|84|36|76|270|67.50
149|CIVIL61|Ella|61|85|53|78|277|69.25
150|ECE|Virgin|72|77|49|96|294|73.50
151|CSE|Joan|92|54|66|88|300|75.00
152|ISE|Anne|61|87|38|83|269|67.25
153|ECE|Anne|63|40|71|73|247|61.75
154|EEE|Caroi|87|40|50|96|273|68.25
155|CIVIL71|Deirdre|71|85|73|87|316|79.00
156|ECE|Audrey|63|62|36|72|233|58.25
157|CSE|Donna|97|77|63|94|331|82.75
158|ISE|Faith|84|76|39|90|289|72.25
159|ECE|Heather|64|75|61|78|278|69.50
160|EEE|Berna|93|83|71|72|319|79.75
161|CIVIL64|Diana|64|40|51|72|227|56.75
162|ECE|Madel|65|85|57|76|283|70.75
163|CSE|Michela|68|80|98|71|317|79.25
164|ISE|Jenna|71|35|66|74|246|61.50
165|ECE|Amy|71|64|79|76|290|72.50
166|EEE|Irene|78|71|49|84|282|70.50
167|CIVIL85|Lilli|85|62|49|75|271|67.75
168|ECE|Molly|98|46|37|85|266|66.50
169|CSE|Sally|87|73|43|89|292|73.00
170|ISE|Wendy|70|73|50|87|280|70.00
171|ECE|Julia|85|51|40|83|259|64.75
172|EEE|Gabriel|93|36|64|86|279|69.75
173|CIVIL61|Anna|61|87|40|74|262|65.50
174|ECE|Julia|95|49|66|80|290|72.50
175|CSE|Wendy|83|72|94|89|338|84.50
176|ISE|Emma|89|50|50|99|288|72.00
177|ECE|Emily|67|61|72|97|297|74.25
178|EEE|Chloe|61|41|66|74|242|60.50
179|CIVIL93|Ava|93|67|52|87|299|74.75
180|ECE|Angela|91|39|44|97|271|67.75
181|CSE|Lisa|74|35|51|78|238|59.50
182|ISE|Sue|72|75|68|98|313|78.25
183|ECE|Joanne|95|45|51|83|274|68.50
184|EEE|Anna|66|87|52|98|303|75.75
185|CIVIL65|Victus|65|56|52|98|271|67.75
186|ECE|Nicola|95|57|84|87|323|80.75
187|CSE|Joan|63|67|48|86|264|66.00
188|ISE|Gabe|91|89|52|86|318|79.50
189|ECE|Grace|99|54|62|83|298|74.50
190|EEE|Molly|76|77|66|96|315|78.75
191|CIVIL73|Alexi|73|60|93|72|298|74.50
192|ECE|Zoe|87|85|78|89|339|84.75
193|CSE|Rachel|72|85|43|74|274|68.50
194|ISE|Audrey|81|87|53|73|294|73.50
195|ECE|Victus|81|78|60|99|318|79.50
196|EEE|Maria|78|76|88|89|331|82.75
197|CIVIL91|Angela|91|62|64|89|306|76.50
198|ECE|Berna|75|50|35|83|243|60.75
199|CSE|Kimber|68|90|41|84|283|70.75
200|ISE|Amanda|64|52|87|79|282|70.50
201|ECE|Anna|60|39|41|86|226|56.50
202|EEE|Donna|76|76|52|86|290|72.50
203|CIVIL75|Kimber|75|39|47|82|243|60.75
204|ECE|Molly|74|56|39|90|259|64.75
205|CSE|Penel|91|71|77|93|332|83.00
206|ISE|Emma|75|40|37|96|248|62.00
207|ECE|Kather|65|88|98|74|325|81.25
208|EEE|Karen|76|88|44|81|289|72.25
209|CIVIL76|Deirdr|76|84|99|96|355|88.75
210|ECE|Sue|77|81|38|80|276|69.00
211|CSE|Zoe|89|83|84|88|344|86.00
212|ISE|Grace|76|60|93|82|311|77.75
213|ECE|Carola|61|85|90|82|318|79.50
214|EEE|Stephan|73|89|54|97|313|78.25
215|CIVIL93|Zoe|93|54|88|85|320|80.00
216|ECE|Saman|93|56|99|87|335|83.75
217|CSE|Grace|74|81|80|83|318|79.50
218|ISE|Grace|74|56|76|88|294|73.50
219|ECE|Bern|68|63|53|85|269|67.25
220|EEE|Lillian|88|62|77|98|325|81.25
221|CIVIL96|Jane|96|62|96|70|324|81.00
222|ECE|Vanesa|71|74|59|91|295|73.75
223|CSE|Claire|86|37|95|92|310|77.50
224|ISE|Anna|72|63|51|85|271|67.75
225|ECE|Ella|92|69|37|76|274|68.50
226|EEE|Jasmin|96|57|86|83|322|80.50
227|CIVIL85|Abiga|85|64|99|78|326|81.50
228|ECE|Penepe|75|68|39|79|261|65.25
229|CSE|Julia|85|89|76|81|331|82.75
230|ISE|Deirdre|80|41|53|88|262|65.50
231|ECE|Mary|64|70|44|80|258|64.50
232|EEE|Sonia|92|51|70|97|310|77.50
233|CIVIL72|Karen|72|56|70|93|291|72.75
234|ECE|Leah|78|44|75|75|272|68.00
235|CSE|Kylie|95|40|99|77|311|77.75
236|ISE|Sophie|72|48|68|83|271|67.75
237|ECE|Emma|95|48|98|71|312|78.00
238|EEE|Amanda|86|85|94|88|353|88.25
239|CIVIL80|Anne|80|47|80|83|290|72.50
240|ECE|Emma|96|71|55|91|313|78.25
241|CSE|Doroth|79|59|91|85|314|78.50
242|ISE|Joanne|77|38|57|81|253|63.25
243|ECE|Lisa|80|81|37|83|281|70.25
244|EEE|Joan|82|63|68|97|310|77.50
245|CIVIL64|Amanda|64|42|91|95|292|73.00
246|ECE|Angela|78|46|71|72|267|66.75
247|CSE|Jasmin|87|68|97|94|346|86.50
248|ISE|Amanda|65|69|44|79|257|64.25
249|ECE|Sue|98|55|86|83|322|80.50
250|EEE|Carolyn|84|41|90|91|306|76.50
251|CIVIL98|Sue|98|80|58|92|328|82.00
252|ECE|Ava|96|40|56|74|266|66.50
253|CSE|Bella|63|88|37|76|264|66.00
254|ISE|Stenie|71|59|58|96|284|71.00
255|ECE|Jeifer|96|59|94|70|319|79.75
256|EEE|Pippa|88|53|81|70|292|73.00
257|CIVIL93|Grace|93|56|49|92|290|72.50
258|ECE|Leah|88|76|38|84|286|71.50
259|CSE|Sarah|65|52|37|83|237|59.25
260|ISE|Molly|68|83|45|89|285|71.25
261|ECE|Molly|82|87|45|81|295|73.75
262|EEE|Wendy|71|64|89|88|312|78.00
263|CIVIL71|Joan|71|74|76|79|300|75.00
264|ECE|Kylie|85|88|86|84|343|85.75
265|CSE|Yvnne|84|73|45|76|278|69.50
266|ISE|Colyn|83|62|56|97|298|74.50
267|ECE|Sally|69|44|74|75|262|65.50
268|EEE|Wanda|61|84|80|75|300|75.00
269|CIVIL79|Ava|79|43|45|86|253|63.25
270|ECE|Anne|79|60|72|81|292|73.00
271|CSE|Niola|68|88|83|78|317|79.25
272|ISE|Carol|61|41|51|97|250|62.50
273|ECE|Chloe|95|79|35|80|289|72.25
274|EEE|Jan|68|53|42|97|260|65.00
275|CIVIL67|Leah|67|80|65|80|292|73.00
276|ECE|Joan|88|68|58|83|297|74.25
277|CSE|Zoe|77|67|50|97|291|72.75
278|ISE|Caolyn|88|48|55|93|284|71.00
279|ECE|Nicola|82|72|37|73|264|66.00
280|EEE|Rose|93|74|46|83|296|74.00
281|CIVIL97|Jessica|97|78|81|77|333|83.25
282|ECE|Doroth|75|62|90|89|316|79.00
283|CSE|Tracey|63|70|93|87|313|78.25
284|ISE|Amelia|74|86|43|96|299|74.75
285|ECE|Felity|92|71|71|92|326|81.50
286|EEE|Sonia|98|58|57|85|298|74.50
287|CIVIL91|Sophie|91|50|90|85|316|79.00
288|ECE|Sally|63|68|45|86|262|65.50
289|CSE|Joan|96|56|71|95|318|79.50
290|ISE|Vioria|99|68|67|76|310|77.50
291|ECE|Rbecca|76|84|51|91|302|75.50
292|EEE|Molly|76|44|66|93|279|69.75
293|CIVIL74|Julia|74|47|54|89|264|66.00
294|ECE|Tracey|88|41|89|82|300|75.00
295|CSE|Rachel|88|57|68|86|299|74.75
296|ISE|Teresa|71|55|48|79|253|63.25
297|ECE|Tracey|94|36|66|88|284|71.00
298|EEE|Jane|63|85|35|87|270|67.50
299|CIVIL81|Molly|81|56|42|85|264|66.00
300|ECE|Amanda|79|51|67|71|268|67.00
301|CSE|Jasmne|91|46|46|73|256|64.00
302|ISE|Faith|68|47|61|94|270|67.50
303|ECE|Vrnia|68|38|74|90|270|67.50
304|EEE|Rachel|94|44|43|80|261|65.25
305|CIVIL64|Thresa|64|50|84|72|270|67.50
306|ECE|Jan|77|41|75|78|271|67.75
307|CSE|Lllian|86|73|43|94|296|74.00
308|ISE|Rachel|77|84|40|97|298|74.50
309|ECE|Sophie|71|38|87|85|281|70.25
310|EEE|Mlanie|74|72|53|74|273|68.25
311|CIVIL80|Ava|80|46|66|74|266|66.50
312|ECE|Megan|95|39|92|96|322|80.50
313|CSE|Stphan|64|82|57|80|283|70.75
314|ISE|Jenni|78|64|79|92|313|78.25
315|ECE|Carol|75|81|56|76|288|72.00
316|EEE|Pippa|89|77|73|91|330|82.50
317|CIVIL82|Nicola|82|63|93|84|322|80.50
318|ECE|Carol|93|54|85|99|331|82.75
319|CSE|Stanie|68|41|38|83|230|57.50
320|ISE|Lauren|62|89|49|98|298|74.50
321|ECE|Amelia|71|84|53|75|283|70.75
322|EEE|Leah|93|35|71|71|270|67.50
323|CIVIL71|Jenner|71|88|53|99|311|77.75
324|ECE|Emily|61|51|52|72|236|59.00
325|CSE|Stenie|98|71|84|76|329|82.25
326|ISE|Jamine|83|65|76|88|312|78.00
327|ECE|Ruth|73|43|67|83|266|66.50
328|EEE|Jan|68|64|84|83|299|74.75
329|CIVIL88|Vicria|88|66|83|82|319|79.75
330|ECE|Zoe|78|42|59|74|253|63.25
331|CSE|Rachel|87|73|69|81|310|77.50
332|ISE|Alexa|75|90|36|74|275|68.75
333|ECE|Irene|79|55|35|74|243|60.75
334|EEE|Hannah|91|59|39|94|283|70.75
335|CIVIL93|Sonia|93|64|83|89|329|82.25
336|ECE|Jan|76|90|54|90|310|77.50
337|CSE|Deird|66|35|50|96|247|61.75
338|ISE|Diane|99|87|50|92|328|82.00
339|ECE|Lily|65|74|84|87|310|77.50
340|EEE|Melaie|67|50|45|78|240|60.00
341|CIVIL68|Molly|68|61|37|93|259|64.75
342|ECE|Ava|86|49|91|94|320|80.00
343|CSE|Bdette|94|56|36|76|262|65.50
344|ISE|Abigail|66|54|39|97|256|64.00
345|ECE|Tracey|65|39|74|92|270|67.50
346|EEE|Andrea|95|60|50|75|280|70.00
347|CIVIL84|Pippa|84|71|93|94|342|85.50
348|ECE|Fiona|83|68|78|98|327|81.75
349|CSE|Emma|64|49|80|77|270|67.50
350|ISE|Amelia|66|64|37|90|257|64.25
351|ECE|Beaette|73|74|36|78|261|65.25
352|EEE|Sthanie|95|79|84|77|335|83.75
353|CIVIL76|Carolyn|76|52|99|99|326|81.50
354|ECE|Joanne|60|62|44|76|242|60.50
355|CSE|Donna|79|57|52|85|273|68.25
356|ISE|Grace|65|90|39|73|267|66.75
357|ECE|Audrey|72|55|93|86|306|76.50
358|EEE|Reecca|71|66|85|94|316|79.00
359|CIVIL95|Julia|95|54|63|84|296|74.00
360|ECE|Vrinia|89|72|65|85|311|77.75
361|CSE|Kylie|97|87|98|70|352|88.00
362|ISE|Penope|94|52|88|83|317|79.25
363|ECE|Jan|66|38|56|94|254|63.50
364|EEE|Emily|88|75|65|98|326|81.50
365|CIVIL87|Claire|87|63|59|73|282|70.50
366|ECE|Carol|61|45|97|82|285|71.25
367|CSE|Anne|75|41|73|75|264|66.00
368|ISE|Jan|82|54|52|85|273|68.25
369|ECE|Nicola|62|89|69|91|311|77.75
370|EEE|Emma|88|62|90|80|320|80.00
371|CIVIL95|Wanda|95|36|37|94|262|65.50
372|ECE|Virga|65|70|39|84|258|64.50
373|CSE|Grace|70|53|86|79|288|72.00
374|ISE|Audrey|80|45|72|90|287|71.75
375|ECE|Rachel|84|68|62|86|300|75.00
376|EEE|Mary|86|61|72|83|302|75.50
377|CIVIL98|Zoe|98|40|96|72|306|76.50
378|ECE|Amelia|76|48|83|94|301|75.25
379|CSE|Heather|82|84|53|95|314|78.50
380|ISE|Tracey|72|39|58|86|255|63.75
381|ECE|Rebcca|76|51|80|78|285|71.25
382|EEE|Wanda|71|76|95|79|321|80.25
383|CIVIL88|Mary|88|51|89|71|299|74.75
384|ECE|Lilian|80|74|84|88|326|81.50
385|CSE|Rebecca|85|46|40|80|251|62.75
386|ISE|Fecity|96|50|71|99|316|79.00
387|ECE|Viinia|75|59|54|91|279|69.75
388|EEE|Vanesa|74|88|54|98|314|78.50
389|CIVIL97|Elbeth|97|88|81|98|364|91.00
390|ECE|Abail|88|79|54|90|311|77.75
391|CSE|Yvonne|61|53|55|87|256|64.00
392|ISE|Tracey|66|36|95|70|267|66.75
393|ECE|Vassa|89|88|73|89|339|84.75
394|EEE|Carol|78|71|86|91|326|81.50
395|CIVIL97|Ava|97|66|41|70|274|68.50
396|ECE|Tracey|80|71|53|70|274|68.50
397|CSE|Zoe|97|70|70|79|316|79.00
398|ISE|Amanda|97|58|98|83|336|84.00
399|ECE|Liian|96|58|83|80|317|79.25
400|EEE|Sue|65|62|62|97|286|71.50
401|CIVIL95|Emma|95|47|36|84|262|65.50
402|ECE|Sue|75|48|62|80|265|66.25
403|CSE|Shanie|80|90|63|89|322|80.50
404|ISE|Mary|86|82|81|88|337|84.25
405|ECE|Dorthy|95|76|39|73|283|70.75
406|EEE|Carone|70|46|60|75|251|62.75
407|CIVIL95|Felity|95|62|56|77|290|72.50
408|ECE|Jessica|94|88|97|73|352|88.00
409|CSE|Emma|92|86|38|96|312|78.00
410|ISE|Bella|87|51|96|77|311|77.75
411|ECE|Nicola|88|41|72|87|288|72.00
412|EEE|Lillian|84|82|56|88|310|77.50
413|CIVIL65|Julia|65|49|92|90|296|74.00
414|ECE|Bella|60|54|62|89|265|66.25
415|CSE|Joanne|60|86|87|78|311|77.75
416|ISE|Melie|88|74|78|71|311|77.75
417|ECE|Virnia|64|86|50|92|292|73.00
418|EEE|Dorothy|91|87|44|93|315|78.75
419|CIVIL89|Kathe|89|83|41|95|308|77.00
420|ECE|Fiona|84|58|42|79|263|65.75
421|CSE|Gabr|62|57|91|81|291|72.75
422|ISE|Sonia|86|59|40|70|255|63.75
423|ECE|Julia|95|78|57|75|305|76.25
424|EEE|Penepe|77|61|76|81|295|73.75
425|CIVIL69|Karen|69|39|79|83|270|67.50
426|ECE|Sophie|93|73|50|71|287|71.75
427|CSE|Irene|65|67|38|78|248|62.00
428|ISE|Sonia|74|78|39|72|263|65.75
429|ECE|Rachel|76|52|81|94|303|75.75
430|EEE|Joanne|93|61|90|72|316|79.00
431|CIVIL78|Angela|78|56|82|81|297|74.25
432|ECE|Caline|86|55|37|72|250|62.50
433|CSE|Karine|66|75|83|88|312|78.00
434|ISE|Miclle|84|77|37|90|288|72.00
435|ECE|Natalie|91|77|81|93|342|85.50
436|EEE|Carol|80|49|68|90|287|71.75
437|CIVIL73|Sophie|73|72|86|79|310|77.50
438|ECE|Karen|85|57|99|83|324|81.00
439|CSE|Diana|83|40|53|70|246|61.50
440|ISE|Pelope|75|42|84|97|298|74.50
441|ECE|Ruth|66|64|55|76|261|65.25
442|EEE|Santha|79|47|57|84|267|66.75
443|CIVIL68|Aigail|68|62|90|99|319|79.75
444|ECE|Oliva|61|59|99|75|294|73.50
445|CSE|Amanda|97|84|78|94|353|88.25
446|ISE|Lisa|70|64|51|88|273|68.25
447|ECE|Bertte|99|43|46|90|278|69.50
448|EEE|Jan|61|66|57|84|268|67.00
449|CIVIL68|Felity|68|76|68|74|286|71.50
450|ECE|Lisa|93|75|62|96|326|81.50
451|CSE|Carol|95|46|56|95|292|73.00
452|ISE|Audrey|69|58|82|70|279|69.75
453|ECE|Abigail|79|37|92|84|292|73.00
454|EEE|Olivia|60|69|44|93|266|66.50
455|CIVIL94|Fecity|94|89|63|82|328|82.00
456|ECE|Julia|79|69|63|76|287|71.75
457|CSE|Jasine|83|55|96|86|320|80.00
458|ISE|Lily|92|65|87|74|318|79.50
459|ECE|Eabeth|77|50|89|72|288|72.00
460|EEE|Diane|65|36|83|74|258|64.50
461|CIVIL99|Mary|99|78|92|70|339|84.75
462|ECE|Amanda|80|53|91|75|299|74.75
463|CSE|Jeifer|69|36|87|71|263|65.75
464|ISE|Megan|84|69|61|89|303|75.75
465|ECE|Lily|60|66|74|76|276|69.00
466|EEE|Deirdr|75|85|50|89|299|74.75
467|CIVIL97|Anne|97|47|59|86|289|72.25
468|ECE|Abigl|89|58|82|99|328|82.00
469|CSE|Lilian|72|45|83|75|275|68.75
470|ISE|Amy|77|55|73|98|303|75.75
471|ECE|Molly|64|35|91|96|286|71.50
472|EEE|Amanda|87|89|79|83|338|84.50
473|CIVIL73|Sarah|73|59|51|84|267|66.75
474|ECE|Emily|69|85|53|83|290|72.50
475|CSE|Sonia|62|77|35|80|254|63.50
476|ISE|Emily|92|68|47|91|298|74.50
477|ECE|Pippa|94|59|72|96|321|80.25
478|EEE|Caolyn|99|81|50|75|305|76.25
479|CIVIL73|Anne|73|50|36|82|241|60.25
480|ECE|Kathee|66|55|62|79|262|65.50
481|CSE|Thersa|84|42|45|89|260|65.00
482|ISE|Pippa|91|68|95|98|352|88.00
483|ECE|Jasmie|85|73|71|90|319|79.75
484|EEE|Megan|63|49|94|98|304|76.00
485|CIVIL98|Alison|98|41|97|73|309|77.25
486|ECE|Fiona|81|59|68|81|289|72.25
487|CSE|Tracey|70|79|91|78|318|79.50
488|ISE|Virnia|89|58|68|86|301|75.25
489|ECE|Axandra|94|80|97|85|356|89.00
490|EEE|Vanessa|68|63|48|93|272|68.00
491|CIVIL75|Una|75|50|49|89|263|65.75
492|ECE|Bella|74|63|73|97|307|76.75
493|CSE|Amelia|89|75|51|99|314|78.50
494|ISE|Una|70|36|99|95|300|75.00
495|ECE|Madele|63|58|63|82|266|66.50
496|EEE|Molly|93|44|94|80|311|77.75
497|CIVIL95|Heaher|95|80|98|90|363|90.75
498|ECE|Alendra|80|55|92|93|320|80.00
499|CSE|Amanda|98|80|96|71|345|86.25
500|ISE|Zoe|84|46|38|83|251|62.75
501|ECE|Audrey|61|69|99|89|318|79.50
502|EEE|Joan|87|81|70|89|327|81.75
503|CIVIL98|Ruth|98|75|70|91|334|83.50
504|ECE|Kberly|92|46|94|92|324|81.00
505|CSE|Jasmin|89|64|42|83|278|69.50
506|ISE|Eliz|86|43|42|90|261|65.25
507|ECE|Lillan|69|57|95|75|296|74.00
508|EEE|Sarah|86|43|71|72|272|68.00
509|CIVIL79|Wendy|79|67|65|76|287|71.75
510|ECE|Lily|86|39|87|96|308|77.00
511|CSE|Zoe|72|36|78|94|280|70.00
512|ISE|Santha|89|66|67|87|309|77.25
513|ECE|Faith|91|52|53|89|285|71.25
514|EEE|Elith|69|73|74|70|286|71.50
515|CIVIL60|Stean|60|88|64|91|303|75.75
516|ECE|Irene|94|45|57|81|277|69.25
517|CSE|Jasmine|82|40|67|82|271|67.75
518|ISE|Vicia|73|79|96|76|324|81.00
519|ECE|Abigail|72|84|40|96|292|73.00
520|EEE|Lily|81|42|64|81|268|67.00
521|CIVIL82|Therea|82|86|49|82|299|74.75
522|ECE|Natalie|74|47|96|81|298|74.50
523|CSE|Jessica|87|56|67|99|309|77.25
524|ISE|Madene|99|66|63|89|317|79.25
525|ECE|Sthanie|74|58|88|86|306|76.50
526|EEE|Amanda|73|40|98|92|303|75.75
527|CIVIL73|Aledra|73|41|69|99|282|70.50
528|ECE|Eabeth|99|38|63|70|270|67.50
529|CSE|Mari|61|52|68|76|257|64.25
530|ISE|Berntte|92|88|68|93|341|85.25
531|ECE|Grace|91|43|76|84|294|73.50
532|EEE|Diane|88|58|52|76|274|68.50
533|CIVIL74|Heathe|74|40|60|82|256|64.00
534|ECE|Melan|98|60|86|89|333|83.25
535|CSE|Ava|80|65|88|82|315|78.75
536|ISE|Steanie|99|48|62|83|292|73.00
537|ECE|Doothy|91|71|88|79|329|82.25
538|EEE|Rose|96|39|45|70|250|62.50
539|CIVIL89|Angela|89|59|98|98|344|86.00
540|ECE|Ella|99|73|67|81|320|80.00
541|CSE|Stepnie|83|53|37|83|256|64.00
542|ISE|Rose|77|35|40|75|227|56.75
543|ECE|Pelope|83|75|42|83|283|70.75
544|EEE|Andrea|68|75|45|91|279|69.75
545|CIVIL61|Molly|61|60|45|82|248|62.00
546|ECE|Herine|79|89|60|73|301|75.25
547|CSE|Ruth|90|54|58|97|299|74.75
548|ISE|Joanne|81|74|96|73|324|81.00
549|ECE|Rachel|77|62|46|97|282|70.50
550|EEE|Vtoria|63|75|95|85|318|79.50
551|CIVIL82|Melnie|82|59|54|96|291|72.75
552|ECE|Diane|65|41|95|79|280|70.00
553|CSE|Abigail|89|62|72|71|294|73.50
554|ISE|Karen|69|85|88|84|326|81.50
555|ECE|Samtha|76|73|70|88|307|76.75
556|EEE|Sonia|77|64|81|81|303|75.75
557|CIVIL73|Sue|73|75|77|95|320|80.00
558|ECE|Wendy|65|37|86|96|284|71.00
